ERROR - 503 BD | 19.11.2016 03:32:15  |  User:   |  | response 200
error loadView general | 19.11.2016 06:17:56  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:17:56  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:17:56  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:17:56  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:17:56  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:17:56  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:17:56  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:17:56  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:17:56  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:18:00  |  User:   | view | response 200
error loadView general | 19.11.2016 06:18:05  |  User:   | view | response 200
error loadView general | 19.11.2016 06:18:19  |  User:   | view | response 200
error loadView general | 19.11.2016 06:18:57  |  User:   | view | response 200
error loadView general | 19.11.2016 06:19:04  |  User:   | view | response 200
error loadView general | 19.11.2016 06:19:24  |  User:   | view | response 200
error loadView general | 19.11.2016 06:19:44  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:44  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:44  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:44  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:44  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:44  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:44  |  User:   | view | response 200
error loadView general | 19.11.2016 06:19:45  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:45  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:45  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:45  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:45  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:45  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:46  |  User:   | view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:47  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:19:50  |  User:   | view | response 200
error loadView general | 19.11.2016 06:19:58  |  User:   | view | response 200
error loadView general | 19.11.2016 06:20:19  |  User:   | view | response 200
error loadView general | 19.11.2016 06:20:28  |  User:   | view | response 200
error loadView general | 19.11.2016 06:20:52  |  User:   | view | response 200
error loadView general | 19.11.2016 06:20:57  |  User:   | view | response 200
error loadView general | 19.11.2016 06:22:10  |  User:   | view | response 200
error loadView general | 19.11.2016 06:22:27  |  User:   | view | response 200
error loadView general | 19.11.2016 06:25:28  |  User:   | view | response 200
error loadView general | 19.11.2016 06:25:34  |  User:   | contact | response 200
error loadView general | 19.11.2016 06:25:34  |  User:   | view | response 200
error loadView general | 19.11.2016 06:26:46  |  User:   | view | response 200
error loadView general | 19.11.2016 06:26:53  |  User:   | view | response 200
error loadView general | 19.11.2016 06:27:56  |  User:   | view | response 200
error loadView general | 19.11.2016 06:28:13  |  User:   | view | response 200
error loadView general | 19.11.2016 06:30:15  |  User:   | view | response 200
error loadView general | 19.11.2016 06:30:21  |  User:   | view | response 200
error loadView general | 19.11.2016 06:34:49  |  User:   | view | response 200
error loadView general | 19.11.2016 06:35:11  |  User:   | view | response 200
error loadView general | 19.11.2016 06:35:20  |  User:   | view | response 200
error loadView general | 19.11.2016 06:37:24  |  User:   | view | response 200
error loadView general | 19.11.2016 06:38:36  |  User:   | view | response 200
error loadView general | 19.11.2016 06:42:06  |  User:   | view | response 200
error loadView general | 19.11.2016 06:42:12  |  User:   | view | response 200
error loadView general | 19.11.2016 06:43:57  |  User:   | view | response 200
error loadView general | 19.11.2016 06:44:04  |  User:   | contact | response 200
error loadView general | 19.11.2016 06:44:04  |  User:   | view | response 200
error loadView general | 19.11.2016 06:44:20  |  User:   | view | response 200
error loadView general | 19.11.2016 06:44:38  |  User:   | view | response 200
error loadView general | 19.11.2016 06:47:27  |  User:   | view | response 200
error loadView general | 19.11.2016 06:47:34  |  User:   | view | response 200
error loadView general | 19.11.2016 06:48:04  |  User:   | view | response 200
error loadView general | 19.11.2016 06:48:11  |  User:   | view | response 200
error loadView general | 19.11.2016 06:52:17  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:17  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:17  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:17  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:17  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:17  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:18  |  User:   | view | response 200
error loadView general | 19.11.2016 06:52:18  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:18  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:18  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:18  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:18  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:18  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:20  |  User:   | main/view | response 200
error loadView general | 19.11.2016 06:52:27  |  User:   | view | response 200
error loadView general | 19.11.2016 06:52:39  |  User:   | view | response 200
error loadView general | 19.11.2016 06:53:30  |  User:   | view | response 200
error loadView general | 19.11.2016 06:53:35  |  User:   | view | response 200
error loadView general | 19.11.2016 06:53:37  |  User:   | view | response 200
error loadView general | 19.11.2016 06:53:40  |  User:   | view | response 200
error loadView general | 19.11.2016 06:53:48  |  User:   | view | response 200
error loadView general | 19.11.2016 06:54:46  |  User:   | view | response 200
error loadView general | 19.11.2016 06:54:48  |  User:   | view | response 200
error loadView general | 19.11.2016 06:54:53  |  User:   | view | response 200
error loadView general | 19.11.2016 06:55:58  |  User:   | view | response 200
error loadView general | 19.11.2016 07:02:07  |  User:   | view | response 200
error loadView general | 19.11.2016 07:12:44  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 07:13:04  |  User:   | contact | response 200
error loadView general | 19.11.2016 07:22:13  |  User:   | view | response 200
error loadView general | 19.11.2016 07:22:25  |  User:   | view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:29:43  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:30:37  |  User:   | view | response 200
error loadView general | 19.11.2016 07:32:22  |  User:   | view | response 200
error loadView general | 19.11.2016 07:33:20  |  User:   | view | response 200
error loadView general | 19.11.2016 07:33:40  |  User:   | view | response 200
error loadView general | 19.11.2016 07:40:38  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 07:41:00  |  User:   | contact | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 07:51:30  |  User:   | main/view | response 200
error loadView general | 19.11.2016 08:04:04  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:05:33  |  User:   | contact | response 200
error loadView general | 19.11.2016 08:08:10  |  User:   | view | response 200
error loadView general | 19.11.2016 08:12:56  |  User:   | view | response 200
error loadView general | 19.11.2016 08:23:57  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:24:52  |  User:   | contact | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:25:29  |  User:   | contact | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:26:09  |  User:   | contact | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:36:30  |  User:   | contact | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:37:45  |  User:   | contact | response 200
error loadView general | 19.11.2016 08:39:48  |  User:   | view | response 200
error loadView general | 19.11.2016 08:40:23  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:40:48  |  User:   | contact | response 200
error loadView general | 19.11.2016 08:43:32  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:43:52  |  User:   | contact | response 200
error loadView general | 19.11.2016 08:44:32  |  User:   | view | response 200
error loadView general | 19.11.2016 08:44:44  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:45:04  |  User:   | contact | response 200
error loadView general | 19.11.2016 08:45:21  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:45:36  |  User:   | contact | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:46:07  |  User:   | contact | response 200
error loadView general | 19.11.2016 08:47:40  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:47:52  |  User:   | contact | response 200
error loadView general | 19.11.2016 08:49:04  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:49:22  |  User:   | contact | response 200
error loadView general | 19.11.2016 08:49:46  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:49:59  |  User:   | contact | response 200
error loadView general | 19.11.2016 08:55:41  |  User:   | view | response 200
error loadView general | 19.11.2016 08:56:36  |  User:   | view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 19.11.2016 08:56:49  |  User:   | contact | response 200
error loadView general | 20.11.2016 05:13:37  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:13:37  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:13:37  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:13:37  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:13:37  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:13:37  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:09  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:30:12  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:52:54  |  User:   | main/view | response 200
error loadView general | 20.11.2016 05:59:39  |  User:   | view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:33  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:35  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:35  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:35  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:35  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:35  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:35  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:35  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:35  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:35  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:29:35  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:33:48  |  User:   | view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:42:24  |  User:   | main/view | response 200
error loadView general | 20.11.2016 07:55:33  |  User:   | view | response 200
error loadView general | 20.11.2016 08:17:25  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:25  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:25  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:25  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:25  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:25  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:25  |  User:   | view | response 200
error loadView general | 20.11.2016 08:17:26  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:26  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:26  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:26  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:26  |  User:   | main/view | response 200
error loadView general | 20.11.2016 08:17:26  |  User:   | main/view | response 200
ERROR: [8] Use of undefined constant IMG_RURAL_SHOP - assumed 'IMG_RURAL_SHOP'
Notice on line 29 in file /home/jorge/projects/photoTourist_framework_v2_prettyurls/classes/email/email.class.singleton.php
 | 21.11.2016 08:26:56  |  User:   | contact | response 200
error loadView general | 22.11.2016 05:39:09  |  User:   | view | response 200
error loadView general | 22.11.2016 05:39:15  |  User:   | view | response 200
